full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code,Actual,Predicted
11525 ELAM CIR BALCH SPRINGS TX 75180,3,1.0,1953,1008,8120,189586,32.7191144,-96.6278851,75180,189586,188563
11440 ELAM CIR BALCH SPRINGS TX 75180,2,1.0,1953,672,7540,152016,32.7187364,-96.6292208,75180,152016,162558
11510 ELAM CIR BALCH SPRINGS TX 75180,2,1.0,1953,1099,7540,189385,32.7187234,-96.6286364,75180,189385,184313
2825 CRYSTAL DR BALCH SPRINGS TX 75180,3,1.0,1950,1260,14497,208112,32.7294311,-96.6337706,75180,208112,199507
11522 ELAM CIR BALCH SPRINGS TX 75180,2,1.0,1953,1224,7540,200610,32.7187081,-96.6280938,75180,200610,190682
1335 WHEATLAND RD LANCASTER TX 75134,3,1.0,1955,2400,16553,183653,32.6456587,-96.8028443,75134,183653,269795
1923 PALMA PITA ST LANCASTER TX 75146,4,2.5,2006,3422,7954,327612,32.6016432,-96.7935118,75146,327612,395807
1608 BEAR CREEK RD LANCASTER TX 75146,3,1.0,1981,1680,18278,189098,32.5604131,-96.7900386,75146,189098,253029
1640 BROOKVIEW DR LANCASTER TX 75146,3,2.5,2011,3425,24341,568122,32.5569466,-96.7902343,75146,568122,404239
1504 MEADOWLARK LN LANCASTER TX 75146,4,3.0,2016,2925,48731,405993,32.5695269,-96.8194829,75146,405993,377764
3323 PRANCER ST LANCASTER TX 75146,3,2.0,2003,1485,25535,286895,32.5531992,-96.7516784,75146,286895,269108
3323 PRANCER ST LANCASTER TX 75146,3,2.0,2003,1485,25535,286895,32.5531992,-96.7516784,75146,286895,213307
3721 MORNINGVIEW DR DALLAS TX 75241,4,2.0,1959,1320,7701,286895,32.6757885,-96.7599174,75241,286895,269108
3721 MORNINGVIEW DR DALLAS TX 75241,4,2.0,1959,1320,7701,286895,32.6757885,-96.7599174,75241,286895,213307
3125 BASKIN DR LANCASTER TX 75134,3,2.0,2007,2339,10062,340657,32.6230183,-96.7965407,75134,340657,317860
3216 PRANCER ST LANCASTER TX 75146,3,2.5,1988,2065,40249,334055,32.5519628,-96.7501311,75146,334055,300542
1646 BROOKVIEW DR LANCASTER TX 75146,3,2.0,2009,2061,24341,399837,32.5568993,-96.7906207,75146,399837,310208
2507 PARKERVILLE RD LANCASTER TX 75146,3,2.0,1961,1736,473933,879521,32.5750475,-96.8056485,75146,879521,253782
322 CAROL DR GRAND PRAIRIE TX 75052,3,2.0,1975,1594,7653,254102,32.6886369,-97.0043898,75052,254102,283440
1124 MEADOWS DR GRAND PRAIRIE TX 75052,3,2.0,2016,1580,261360,487152,32.6978541,-97.0194867,75052,487152,320145
306 MANANA DR GRAND PRAIRIE TX 75050,3,2.0,1982,1667,8516,300682,32.814144,-96.9981706,75050,300682,283373
3169 PRAIRIE CREEK CT GRAND PRAIRIE TX 75052,3,2.0,1987,1384,4495,271021,32.6937702,-97.0179811,75052,271021,278525
836 LUXOR CT GRAND PRAIRIE TX 75052,5,3.5,2005,3621,8712,474409,32.6662696,-97.0177139,75052,474409,492163
1205 CANADIAN CIR GRAND PRAIRIE TX 75050,3,3.5,1980,2621,9596,321756,32.7620423,-97.0214302,75050,321756,350636
1718 WESTMINSTER DR GRAND PRAIRIE TX 75050,3,2.0,1963,1745,11334,304955,32.7656672,-97.015268,75050,304955,269566
238 W PHILLIPS CT GRAND PRAIRIE TX 75051,4,2.0,1959,1261,10990,271231,32.7245463,-97.0068603,75051,271231,235613
1422 DUMONT DR RICHARDSON TX 75080,3,2.5,1964,2576,8250,464412,32.9467808,-96.7673327,75080,464412,450015
2121 AVE C  GRAND PRAIRIE TX 75051,3,1.5,1971,1120,9317,232419,32.7145574,-96.9822498,75051,232419,231260
1918 FORT WORTH ST GRAND PRAIRIE TX 75050,2,1.0,1948,1192,9696,208461,32.7435783,-97.0299337,75050,208461,213794
518 NW 11TH ST GRAND PRAIRIE TX 75050,2,2.0,1958,1801,7858,218257,32.7463948,-97.018525,75050,218257,267960
510 NW 18TH ST GRAND PRAIRIE TX 75050,3,1.0,1959,1107,6085,215957,32.7466502,-97.0275194,75050,215957,219525
102 RENFRO ST GRAND PRAIRIE TX 75051,3,1.5,1980,1395,8303,276473,32.7354377,-97.0036225,75051,276473,249985
2002 TOMPKINS DR GRAND PRAIRIE TX 75051,3,2.5,1958,1104,11317,252839,32.7166345,-97.0031239,75051,252839,231536
3740 WINDING FOREST DR GRAND PRAIRIE TX 75052,5,3.5,2005,3510,10916,512510,32.6826486,-96.9992618,75052,512510,483688
914 HIGHLAND DR GRAND PRAIRIE TX 75051,3,1.0,1952,1298,6848,222040,32.7349457,-97.0122849,75051,222040,221033
301 BEATTY DR GRAND PRAIRIE TX 75052,3,2.0,1973,1936,8760,266093,32.6890055,-97.0033758,75052,266093,307695
4519 WESCOTT DR GRAND PRAIRIE TX 75052,3,2.0,1991,1921,6848,354014,32.661568,-97.0150056,75052,354014,323221
5324 SPRING CREEK DR SACHSE TX 75048,3,2.0,1984,1611,10498,354014,32.9718371,-96.5879201,75048,354014,323221
3109 SUMMERFIELD LN GRAND PRAIRIE TX 75052,3,2.0,1997,1416,5249,291495,32.6975943,-97.022399,75052,291495,290228
1822 WILDWOOD DR GRAND PRAIRIE TX 75050,4,2.5,1977,2048,12506,357168,32.766858,-97.0349112,75050,357168,305112
310 SWALLOWTAIL CT GRAND PRAIRIE TX 75052,4,2.0,2001,2180,6290,366838,32.6635794,-97.0061256,75052,366838,355103
500 NE 35TH ST GRAND PRAIRIE TX 75050,3,1.0,1951,954,12240,231981,32.7534345,-96.9529382,75050,231981,203358
510 S HOLIDAY DR GRAND PRAIRIE TX 75052,3,2.0,1973,1718,7261,291723,32.6944063,-97.0002273,75052,291723,291055
1122 LAKE DR GRAND PRAIRIE TX 75051,2,1.0,1948,944,7022,195880,32.736057,-96.9870052,75051,195880,195035
1419 TRAYMORE AVE DALLAS TX 75217,3,1.0,1952,1092,7850,195880,32.7366253,-96.6925688,75217,195880,195035
930 SE 11TH ST GRAND PRAIRIE TX 75051,3,1.0,1949,1560,10759,180418,32.7361325,-96.9880125,75051,180418,230793
223 SE 12TH ST GRAND PRAIRIE TX 75051,2,1.0,1950,836,5602,206423,32.7437719,-96.990321,75051,206423,197422
2305 QUAIL HOLLOW DR GRAND PRAIRIE TX 75051,3,2.0,1978,1779,7910,260733,32.7123672,-96.990625,75051,260733,271005
1601 WILLOW ST GRAND PRAIRIE TX 75050,3,1.0,1942,980,7841,197877,32.7527681,-96.9840253,75050,197877,196216
661 STONEHENGE DR GRAND PRAIRIE TX 75052,3,2.0,1983,1201,4247,220931,32.6988439,-97.0104753,75052,220931,260850
809 NE 11TH ST GRAND PRAIRIE TX 75050,3,2.0,1943,2181,10088,299179,32.7538739,-96.9909506,75050,299179,274743
1119 PINE ST GRAND PRAIRIE TX 75050,3,1.0,1942,1108,6948,184149,32.7523826,-96.9901531,75050,184149,203344
1502 HINDSDALE DR RICHARDSON TX 75081,3,2.0,1977,1689,7701,352337,32.9660035,-96.6860128,75081,352337,364155
3421 HIGHTRAIL LN GARLAND TX 75043,3,2.5,1978,2347,10001,352337,32.8754566,-96.5950863,75043,352337,364155
614 SE 3RD ST GRAND PRAIRIE TX 75051,3,1.0,1950,936,6151,173459,32.739444,-97.0010249,75051,173459,203255
614 WOLCOTT LN GRAND PRAIRIE TX 75052,3,2.5,1994,2000,5502,262069,32.6961636,-97.0144077,75052,262069,338866
3122 LISETTA ST GRAND PRAIRIE TX 75052,3,3.0,1982,1472,9657,272190,32.694068,-97.0125703,75052,272190,294278
401 PERDIDO DR GARLAND TX 75043,3,2.0,1980,1453,13486,272190,32.8532741,-96.6256312,75043,272190,294278
901 TAMARA LN GRAND PRAIRIE TX 75051,2,1.0,1952,1136,9187,208292,32.7354235,-97.007784,75051,208292,212390
316 SW 5TH ST GRAND PRAIRIE TX 75051,2,1.0,1949,952,11217,200282,32.7418781,-97.0085372,75051,200282,201967
11415 ELAM CIR BALCH SPRINGS TX 75180,2,1.0,1953,1312,8120,200282,32.7191075,-96.6303877,75180,200282,201967
506 CHOCTAW TRCE GRAND PRAIRIE TX 75051,4,2.0,1941,1746,6978,241964,32.7405343,-97.0113527,75051,241964,272610
7701 COUSTEAU DR ROWLETT TX 75088,3,2.0,1986,1217,3986,241964,32.9001007,-96.5268336,75088,241964,272610
634 W GRENOBLE DR GRAND PRAIRIE TX 75052,3,2.0,1970,1496,7497,257231,32.702021,-97.010766,75052,257231,271329
1436 DURANGO ST GRAND PRAIRIE TX 75051,4,2.0,2008,2036,7200,330689,32.7262231,-97.0012307,75051,330689,335873
2709 CRESTBROOK LN GRAND PRAIRIE TX 75052,3,1.5,1962,1043,7645,229125,32.7044686,-97.0112734,75052,229125,235978
7901 MUNICH DR ROWLETT TX 75089,4,2.0,2001,2380,10319,416017,32.9158693,-96.5251217,75089,416017,402305
821 GREEN PASTURES DR CEDAR HILL TX 75104,3,2.0,1972,1519,9640,257957,32.6015267,-96.9316271,75104,257957,258698
9210 OAK HOLLOW DR ROWLETT TX 75089,3,2.5,1987,1766,7261,339522,32.9405932,-96.5284556,75089,339522,343445
4318 RUNNING BROOK DR ROWLETT TX 75088,5,4.0,1997,3339,10929,672718,32.8788617,-96.5603446,75088,672718,587104
5302 LYNN CT ROWLETT TX 75088,3,2.0,1992,2098,8899,372979,32.9084717,-96.5324565,75088,372979,371861
410 L THOMPSON ST CEDAR HILL TX 75104,4,2.5,1987,2350,7562,342307,32.6169344,-96.9565834,75104,342307,344235
7305 FAIRFIELD DR ROWLETT TX 75089,3,2.0,1999,1565,7697,331260,32.9301495,-96.5320397,75089,331260,333634
7801 MARQUETT DR ROWLETT TX 75089,4,3.0,2004,2648,8250,440704,32.9208918,-96.5271637,75089,440704,437515
8005 AMESBURY LN ROWLETT TX 75089,4,2.0,2003,2636,8002,418188,32.9216833,-96.5250176,75089,418188,425867
7509 PROVIDENCE DR ROWLETT TX 75089,4,3.0,2004,2745,8028,404638,32.9201783,-96.5299142,75089,404638,445688
7202 WATERBURY DR ROWLETT TX 75089,4,2.0,2010,2607,7667,470598,32.9216126,-96.5332754,75089,470598,430392
7201 SHAWN DR ROWLETT TX 75088,3,2.0,1984,1850,10306,339952,32.9078079,-96.5334151,75088,339952,326866
6314 JOEL CT ROWLETT TX 75089,4,2.5,1986,2486,13369,419655,32.9170895,-96.559198,75089,419655,401123
6409 BLUEBONNET DR ROWLETT TX 75089,3,2.0,1995,1791,14183,355458,32.9207418,-96.5697893,75089,355458,348692
4205 MEDITERRANEAN DR ROWLETT TX 75088,3,2.5,1986,1750,7967,340482,32.899825,-96.5309561,75088,340482,327633
2640 BROOKVALLEY LN GRAND PRAIRIE TX 75052,3,2.0,2013,1949,5320,340482,32.7066391,-97.0166222,75052,340482,327633
7414 ATLANTIC DR ROWLETT TX 75088,4,2.0,1986,1635,7501,358191,32.8998794,-96.5299142,75088,358191,310202
7510 ATLANTIC DR ROWLETT TX 75088,3,2.0,1986,1550,7026,307648,32.8998177,-96.5290109,75088,307648,301333
7405 DELTA DR ROWLETT TX 75088,3,2.5,1986,1439,7331,254473,32.8987074,-96.5303229,75088,254473,299321
106 CHARLOTTE DR CEDAR HILL TX 75104,3,2.0,2004,1573,6551,280156,32.5938696,-96.9242259,75104,280156,276235
4118 STARBOARD TRL ROWLETT TX 75088,4,2.0,1987,2179,8991,349317,32.899092,-96.5239966,75088,349317,376811
4608 DANVILLE DR GARLAND TX 75042,4,2.0,1964,1829,7135,349317,32.9263871,-96.70243,75042,349317,376811
4214 STARBOARD TRL ROWLETT TX 75088,4,2.5,1993,3153,7928,432949,32.8998055,-96.523923,75088,432949,522710
4014 TRADEWIND CIR ROWLETT TX 75088,3,2.5,1986,2379,16984,403792,32.8979998,-96.5230798,75088,403792,408825
3814 MARTHA LN ROWLETT TX 75088,3,2.0,1990,1766,8059,335878,32.8963109,-96.5239341,75088,335878,325759
3705 MARTHA LN ROWLETT TX 75088,3,2.0,1994,1668,11465,338357,32.8951413,-96.52408,75088,338357,319597
3813 BERMUDA DR ROWLETT TX 75088,3,2.0,1994,1851,7745,364275,32.8948061,-96.5246217,75088,364275,343222
4402 GLISTENING SPRINGS  ROWLETT TX 75088,4,2.5,2002,2684,11535,431613,32.88803,-96.558162,75088,431613,476768
5605 SAN MARINO DR ROWLETT TX 75089,4,2.5,2002,4112,10058,502958,32.9223319,-96.5510191,75089,502958,592590
5702 SAN MARINO DR ROWLETT TX 75089,4,2.5,2003,4017,7963,431514,32.9219692,-96.5503291,75089,431514,580590
6206 SAN MARINO DR ROWLETT TX 75089,5,2.5,2000,3916,11526,452587,32.9199607,-96.5508387,75089,452587,559219
5510 SAN MARINO DR ROWLETT TX 75089,3,2.5,2004,1977,7893,378554,32.9218689,-96.5516944,75089,378554,378147
5406 NUECES BAY DR ROWLETT TX 75089,4,3.5,2001,3116,7775,477078,32.9147878,-96.5508387,75089,477078,479493
6317 COPANO BAY DR ROWLETT TX 75089,4,2.5,2000,2775,13595,411265,32.9166679,-96.5538613,75089,411265,439411
5117 ROYAL BAY DR ROWLETT TX 75089,4,3.0,1999,2658,8276,411032,32.915208,-96.5532776,75089,411032,433380
6505 COPANO BAY DR ROWLETT TX 75089,4,2.5,2000,2503,9522,423086,32.9183721,-96.5535486,75089,423086,416494
6706 WESTOVER DR ROWLETT TX 75089,4,2.5,2002,2882,8028,455305,32.9209414,-96.5224339,75089,455305,450420
7614 PROVIDENCE DR ROWLETT TX 75089,5,3.0,2004,3322,7998,477553,32.9197944,-96.5288724,75089,477553,495983
7613 AMESBURY LN ROWLETT TX 75089,3,2.0,2004,1898,7200,374641,32.921666,-96.5282889,75089,374641,366670
3524 BLANCHARD RD ROWLETT TX 75089,3,2.0,2020,1506,4121,364284,32.9326564,-96.5685648,75089,364284,349571
3524 BLANCHARD RD ROWLETT TX 75089,3,2.0,2020,1506,4121,364284,32.9326564,-96.5685648,75089,364284,338343
341 CREEKWOOD DR LANCASTER TX 75146,3,2.5,1974,2827,32635,364284,32.5756375,-96.7996217,75146,364284,349571
341 CREEKWOOD DR LANCASTER TX 75146,3,2.5,1974,2827,32635,364284,32.5756375,-96.7996217,75146,364284,338343
1014 HIGH MEADOW DR GARLAND TX 75040,3,2.0,1969,1236,9178,213028,32.901578,-96.6202055,75040,213028,255907
7505 ALDERWOOD DR GARLAND TX 75044,3,2.0,2000,2341,8790,438625,32.9841956,-96.6392156,75044,438625,435482
1917 CROCKETT ST GARLAND TX 75042,3,2.0,1972,1910,7802,321348,32.9269845,-96.6568589,75042,321348,337180
1910 TRAVIS ST GARLAND TX 75042,3,2.0,1971,1464,7802,301019,32.9248629,-96.6564864,75042,301019,295041
1109 SAM HOUSTON DR GARLAND TX 75042,3,1.5,1971,1127,9026,201848,32.9229967,-96.6578537,75042,201848,253923
1902 MELROSE ST GARLAND TX 75042,3,2.0,1972,1854,7802,328753,32.9273906,-96.6559754,75042,328753,332061
3602 WILLOWOOD DR GARLAND TX 75040,3,2.0,1984,2136,8398,391013,32.9493849,-96.6262155,75040,391013,365059
7016 GLACIER DR DALLAS TX 75227,4,2.5,1987,2724,7501,391013,32.7876974,-96.6921962,75227,391013,365059
3514 WILLOWOOD DR GARLAND TX 75040,3,2.0,1984,1855,8398,345346,32.9492601,-96.6260903,75040,345346,329221
3515 MAYHEW DR DALLAS TX 75228,3,2.0,1955,1439,7619,345346,32.8407763,-96.6569836,75228,345346,329221
256 BELLWOOD DR GARLAND TX 75040,3,2.0,1984,2172,11478,379001,32.9513785,-96.6266329,75040,379001,360245
3701 BERRYWOOD CIR GARLAND TX 75040,3,2.0,1985,1733,8751,341112,32.9506823,-96.6257147,75040,341112,318338
1501 MEADOW WAY  GARLAND TX 75042,3,2.0,1968,1233,7318,272174,32.9236864,-96.6500787,75042,272174,269809
1418 TRAVIS ST GARLAND TX 75042,3,2.0,1969,1455,8712,286184,32.9241492,-96.649216,75042,286184,291473
1622 TRAVIS ST GARLAND TX 75042,3,2.0,1969,1341,7802,271983,32.9241172,-96.652439,75042,271983,281053
1501 TRAVIS ST GARLAND TX 75042,3,2.0,1969,1373,7671,283863,32.9245395,-96.6500944,75042,283863,283978
1610 CROCKETT ST GARLAND TX 75042,4,2.0,1968,1668,7436,235198,32.9258116,-96.651843,75042,235198,244894
4029 CHARTER DR GARLAND TX 75043,3,2.0,1971,1246,7440,235198,32.8650122,-96.6177525,75043,235198,244894
1510 CROCKETT ST GARLAND TX 75042,3,2.0,1969,1672,7671,301667,32.9258331,-96.6505564,75042,301667,311308
1705 CROCKETT ST GARLAND TX 75042,3,2.0,1969,1839,7671,311850,32.9265975,-96.6525962,75042,311850,326572
1922 MEADOWCREST DR GARLAND TX 75042,3,2.0,1971,1036,7553,255794,32.9224457,-96.6573182,75042,255794,255920
2001 GOLIAD DR GARLAND TX 75042,3,2.0,1978,1805,9601,325008,32.9294908,-96.657527,75042,325008,335819
1302 MONTERREY DR GARLAND TX 75042,3,2.0,1979,1798,9601,354966,32.925345,-96.658149,75042,354966,336552
1401 MONTERREY DR GARLAND TX 75042,3,2.0,1980,2123,9583,388158,32.926058,-96.658738,75042,388158,367631
1305 MONTERREY DR GARLAND TX 75042,4,3.0,1977,2013,9601,373167,32.9254995,-96.6586731,75042,373167,380443
1425 BELLINGHAM LN GARLAND TX 75044,4,3.0,2020,2450,4398,537111,32.9796616,-96.6492593,75044,537111,510802
4118 MAYFLOWER DR GARLAND TX 75043,4,2.5,1974,1988,7013,322010,32.8648623,-96.6105238,75043,322010,334174
622 PERDIDO DR GARLAND TX 75043,3,2.0,1974,2298,12541,322010,32.8510479,-96.627974,75043,322010,334174
2748 PATRICIA LN GARLAND TX 75041,2,1.5,1971,918,2208,145704,32.8829843,-96.6604966,75041,145704,227342
1030 RICHARD DR GARLAND TX 75040,2,1.0,1961,896,7200,186052,32.9062274,-96.618027,75040,186052,207356
1006 GLYNN DR GARLAND TX 75040,3,1.5,1961,907,7200,206162,32.9054454,-96.6193838,75040,206162,216823
7102 TARTAN TRL GARLAND TX 75044,3,2.0,1998,2451,13007,496781,32.9807703,-96.6217914,75044,496781,447039
6901 TARTAN TRL GARLAND TX 75044,4,2.5,1996,2968,9997,554367,32.9797025,-96.6196212,75044,554367,527141
6918 TARTAN TRL GARLAND TX 75044,4,4.0,1996,3522,17646,557168,32.9806269,-96.6195378,75044,557168,639034
6818 LOCHMOOR LN GARLAND TX 75044,4,2.0,1995,2439,10193,510376,32.9795467,-96.6180145,75044,510376,440581
1305 WATERFORD PL GARLAND TX 75044,4,2.5,1985,1968,10746,428033,32.9750634,-96.6195378,75044,428033,369510
6214 SCOTTSBORO LN GARLAND TX 75044,4,2.5,1986,2638,12859,540808,32.9725419,-96.6199968,75044,540808,463653
1730 GOLIAD DR GARLAND TX 75042,3,2.0,1975,2000,8398,320477,32.9290391,-96.6537248,75042,320477,349525
809 SINGING HILLS DR GARLAND TX 75044,3,2.5,1986,2199,7440,435351,32.9715876,-96.6386403,75044,435351,402556
801 SINGING HILLS DR GARLAND TX 75044,3,3.0,1986,2199,7440,415394,32.9716617,-96.6382373,75044,415394,414404
626 TORREY PINES LN GARLAND TX 75044,3,2.0,1988,3182,9239,549031,32.9720132,-96.6365675,75044,549031,529793
4318 CONNIE DR GARLAND TX 75043,4,2.0,1960,1557,17694,306769,32.8618988,-96.6051828,75043,306769,267340
1106 SHADY LN GARLAND TX 75042,2,1.0,1940,929,8647,240635,32.903597,-96.6515936,75042,240635,202793
603 COYLE ST GARLAND TX 75040,2,1.0,1950,1129,9662,249131,32.9077391,-96.6364031,75040,249131,212657
306 W AVE E  GARLAND TX 75040,3,1.0,1950,1168,15002,296506,32.9077334,-96.6349475,75040,296506,218260
705 PALM DESERT DR GARLAND TX 75044,3,2.0,1992,2111,7802,417925,32.960926,-96.6267164,75044,417925,389380
421 KIRKLAND RD GARLAND TX 75044,4,3.0,2020,2450,6125,503700,32.9808868,-96.6509294,75044,503700,510801
1009 SHADY LN GARLAND TX 75042,3,1.0,1940,959,7092,283342,32.9041018,-96.6520961,75042,283342,209025
2205 POWDERHORN DR GARLAND TX 75044,3,2.0,1985,1514,7880,307818,32.9477506,-96.6602003,75044,307818,308856
1010 SLEEPY HOLLOW DR GARLAND TX 75043,3,2.0,1970,2001,7606,307818,32.8506809,-96.6372257,75043,307818,308856
2333 RED RIVER DR GARLAND TX 75044,3,2.0,1985,1235,8107,294089,32.9500443,-96.6640835,75044,294089,289114
4926 COLLINGWOOD DR GARLAND TX 75043,3,2.0,1973,1279,6181,285440,32.8542994,-96.607895,75043,285440,250239
915 SAGEBRUSH TRL GARLAND TX 75044,3,2.0,2000,2341,8372,437999,32.9840631,-96.6402255,75044,437999,435482
602 BUTTERNUT DR GARLAND TX 75044,4,2.5,2000,3296,8411,564055,32.9829981,-96.6359413,75044,564055,579550
510 BUTTERNUT DR GARLAND TX 75044,4,3.0,1999,3599,9278,584661,32.982773,-96.6349651,75044,584661,631359
602 WEEPING WILLOW RD GARLAND TX 75044,4,4.0,1999,3154,8211,537184,32.9821578,-96.6361132,75044,537184,593721
7202 PERSIMMON CT GARLAND TX 75044,4,4.0,2000,4086,15416,625197,32.9806038,-96.636484,75044,625197,723972
1009 CHERRYWOOD DR GARLAND TX 75040,3,2.0,1968,1589,7079,265101,32.9041123,-96.6196798,75040,265101,286276
1910 MELROSE ST GARLAND TX 75042,3,2.0,1972,1592,7802,288904,32.9273935,-96.6564225,75042,288904,308114
1714 MELROSE ST GARLAND TX 75042,2,2.0,1972,1402,8281,277077,32.9273376,-96.6536445,75042,277077,284391
1702 MELROSE ST GARLAND TX 75042,3,2.0,1971,2031,9601,307736,32.9271867,-96.653059,75042,307736,346867
865 LILAC DR GARLAND TX 75040,3,1.5,1957,1432,10001,267813,32.92342,-96.6431218,75040,267813,251877
5433 MEADOW VISTA LN GARLAND TX 75043,3,2.0,1986,1747,6839,321283,32.8479818,-96.5557828,75043,321283,309784
4413 AVOCET CIR GARLAND TX 75043,5,4.5,2020,4407,10420,730077,32.8677428,-96.5924998,75043,730077,685755
302 RIDGEGATE DR GARLAND TX 75040,3,2.0,1981,1791,8398,342512,32.9434005,-96.6316418,75040,342512,319786
212 GLENFIELD DR GARLAND TX 75040,3,2.0,1955,2182,7562,303019,32.8958683,-96.6286782,75040,303019,330573
212 SOUTHWOOD DR GARLAND TX 75040,3,2.0,2014,1204,7267,282543,32.8975411,-96.6286894,75040,282543,297217
7022 CALM MEADOW CT GARLAND TX 75044,3,3.5,1999,2734,12428,515333,32.9818262,-96.618029,75044,515333,523388
2106 TIEHACK LN GARLAND TX 75044,4,2.0,1972,1360,7501,287148,32.9456121,-96.6593645,75044,287148,284645
3009 INNSBROOK DR GARLAND TX 75044,3,2.0,1974,2343,7318,336189,32.9458583,-96.6604743,75044,336189,388954
4005 MULBERRY DR GARLAND TX 75043,3,2.0,2001,1844,7253,336189,32.843397,-96.571209,75043,336189,388954
4314 IBIS CIR GARLAND TX 75043,4,3.5,2020,3378,10833,584809,32.8709643,-96.5904557,75043,584809,538522
4314 GODWIT LN GARLAND TX 75043,4,4.5,2020,3896,13190,673963,32.8716178,-96.5897049,75043,673963,609141
2429 HICKEY DR GARLAND TX 75043,4,2.5,2021,4288,11173,728425,32.8727525,-96.5902263,75043,728425,615178
4330 GULLS LANDING CIR GARLAND TX 75043,4,3.0,2020,3044,11840,568431,32.8700018,-96.5887454,75043,568431,495989
4310 FOREST POINT DR GARLAND TX 75043,4,2.0,1999,1429,6617,265106,32.8621285,-96.6178568,75043,265106,296046
1813 MELROSE ST GARLAND TX 75042,3,2.0,1972,1796,7802,319220,32.9278057,-96.6550903,75042,319220,326760
1809 GOLIAD DR GARLAND TX 75042,3,2.0,1973,1609,8041,335250,32.9295168,-96.6546059,75042,335250,311040
3514 POST OAK RD GARLAND TX 75044,3,2.0,1976,1731,7070,335250,32.9490003,-96.6810431,75044,335250,311040
1833 BREEDS HILL RD GARLAND TX 75040,4,3.5,2008,3043,5502,531938,32.9659199,-96.6043901,75040,531938,504037
1806 BREEDS HILL RD GARLAND TX 75040,3,2.5,2011,2685,5541,525178,32.9649712,-96.6049325,75040,525178,448841
505 AMELIA CT GARLAND TX 75040,3,2.0,1986,2298,6909,371551,32.9469673,-96.6261135,75040,371551,374695
4226 MARY JANE LN GARLAND TX 75043,3,2.0,1976,1417,7196,281444,32.8434662,-96.566677,75043,281444,266916
5901 HIGHCREST DR GARLAND TX 75043,3,2.0,1976,1358,8568,280478,32.8430179,-96.5667868,75043,280478,261140
6610 AUTUMNWOOD LN GARLAND TX 75044,3,2.0,2003,2158,4874,445491,32.9775909,-96.6395271,75044,445491,415663
2014 POWDERHORN DR GARLAND TX 75044,3,2.0,1971,1532,7562,285383,32.9473013,-96.6585325,75044,285383,296961
2018 POWDERHORN DR GARLAND TX 75044,3,2.0,1971,1224,7562,284989,32.9472969,-96.6586998,75044,284989,275167
1910 SNOWMASS LN GARLAND TX 75044,3,2.0,1972,1352,7318,303328,32.9463944,-96.6567231,75044,303328,285165
2014 SNOWMASS LN GARLAND TX 75044,3,2.0,1972,1352,7318,291251,32.9464374,-96.6584455,75044,291251,285165
3105 INNSBROOK DR GARLAND TX 75044,3,2.0,1974,1360,7318,292681,32.9461757,-96.6605144,75044,292681,287612
4125 MARY JANE LN GARLAND TX 75043,3,2.0,1976,1417,9322,273437,32.8438944,-96.5680587,75043,273437,266914
4322 MARTINDALE DR GARLAND TX 75043,3,2.0,1977,2281,10659,341327,32.8453654,-96.5655357,75043,341327,352532
4321 BLUE CREEK DR GARLAND TX 75043,3,2.0,1977,1411,10607,295403,32.8448437,-96.5650146,75043,295403,267382
5718 RIDGECOVE DR GARLAND TX 75043,3,2.0,1976,1424,7937,301373,32.8457631,-96.5675583,75043,301373,267600
