full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,lat,long,zip_code
522 YAUPON DR GARLAND TX 75044,4,2.5,2001,3424,8246,579633,32.983793,-96.6354678,75044
1101 CHERRYWOOD DR GARLAND TX 75040,3,1.5,1970,950,7079,207345,32.9040908,-96.6182857,75040
1117 HICKORY TRL GARLAND TX 75040,3,1.5,1970,950,10890,209175,32.9032508,-96.6182127,75040
1022 CHERRYWOOD DR GARLAND TX 75040,3,1.5,1971,950,7671,214011,32.9037442,-96.6190369,75040
510 YAUPON DR GARLAND TX 75044,4,3.5,2001,3192,8385,610668,32.9836367,-96.6348721,75044
6513 LIMERICK LN GARLAND TX 75044,3,3.0,1989,2355,10498,465527,32.9762555,-96.620602,75044
6714 FLARITY LN GARLAND TX 75044,3,2.5,1992,3194,10001,536286,32.9776874,-96.6196212,75044
6662 BARCLAY LN GARLAND TX 75044,3,2.5,1992,3826,136653882,581536,32.9767511,-96.6195169,75044
805 O PHELAN LN GARLAND TX 75044,3,3.0,1993,2938,8834,532749,32.977906,-96.6204559,75044
6701 LYNCH LN GARLAND TX 75044,3,2.5,1993,2656,10881,510095,32.9762148,-96.6230226,75044
6617 LYNCH LN GARLAND TX 75044,4,3.5,1993,3417,10607,600034,32.9757723,-96.6231061,75044
6217 FITZGERALD CT GARLAND TX 75044,4,3.5,1998,4089,13355,657145,32.9715073,-96.6213323,75044
6802 LOCHMOOR LN GARLAND TX 75044,5,4.5,1996,3479,13717,599114,32.9787582,-96.6180145,75044
511 YAUPON DR GARLAND TX 75044,5,4.0,2001,3869,13412,683505,32.9841154,-96.6348962,75044
705 BUTTERNUT DR GARLAND TX 75044,4,2.5,1999,2638,7958,473061,32.9835068,-96.6372427,75044
606 YAUPON DR GARLAND TX 75044,4,4.0,2003,3453,9544,584907,32.9838686,-96.6361043,75044
806 BUTTERNUT DR GARLAND TX 75044,4,2.0,2000,2221,7793,460260,32.9831146,-96.6385278,75044
505 BUTTERNUT DR GARLAND TX 75044,5,3.5,2001,3369,8799,556975,32.9831337,-96.6346264,75044
601 BUTTERNUT DR GARLAND TX 75044,4,3.5,2001,3112,8385,520174,32.983448,-96.6359388,75044
802 BUTTERNUT DR GARLAND TX 75044,4,2.5,1999,2832,7745,511515,32.9831406,-96.6382884,75044
718 BUTTERNUT DR GARLAND TX 75044,4,2.5,1999,2602,7797,465594,32.9831359,-96.6378825,75044
701 WEEPING WILLOW RD GARLAND TX 75044,4,3.0,1999,2414,7871,471152,32.9826487,-96.6370388,75044
610 WEEPING WILLOW RD GARLAND TX 75044,4,2.5,2000,3496,8346,628031,32.9822241,-96.6366162,75044
530 WEEPING WILLOW RD GARLAND TX 75044,5,4.0,2000,4086,7867,635455,32.9820998,-96.6359671,75044
800 HILLCREST DR GARLAND TX 75040,2,1.0,1950,806,6499,193864,32.9205547,-96.6441603,75040
1228 MEADOWBROOK DR GARLAND TX 75040,2,1.0,1950,720,7000,182964,32.919493,-96.6460861,75040
1216 MEADOWBROOK DR GARLAND TX 75040,2,1.0,1949,793,7000,195305,32.9195219,-96.6455433,75040
601 HILLCREST DR GARLAND TX 75040,2,1.0,1949,688,8891,181148,32.9190573,-96.6445935,75040
1321 MAPLE DR GARLAND TX 75040,2,1.0,1949,1179,7079,211213,32.9190669,-96.6475057,75040
1332 NASH ST GARLAND TX 75040,2,1.0,1949,744,7248,189803,32.9203596,-96.6479232,75040
1320 NASH ST GARLAND TX 75040,2,1.0,1948,772,7000,188325,32.9203816,-96.6473925,75040
1204 NASH ST GARLAND TX 75040,2,1.0,1949,796,7501,197013,32.9203449,-96.6449477,75040
1232 DENT ST GARLAND TX 75040,2,1.0,1949,1414,7000,227716,32.9211894,-96.6462556,75040
1216 DENT ST GARLAND TX 75040,2,1.0,1949,792,7000,202084,32.9211788,-96.6455582,75040
801 WOODLAND DR GARLAND TX 75040,3,1.0,1950,1010,10302,246530,32.9170621,-96.6398655,75040
805 WOODLAND DR GARLAND TX 75040,4,2.5,1950,2344,16801,546731,32.9171781,-96.6401577,75040
815 WOODLAND DR GARLAND TX 75040,3,1.0,1950,1040,8398,215449,32.9170483,-96.641229,75040
512 SYLVAN DR GARLAND TX 75040,2,1.0,1957,1100,8002,198129,32.9173275,-96.6431218,75040
828 MAGNOLIA DR GARLAND TX 75040,2,1.0,1957,876,8398,201148,32.9175294,-96.6426208,75040
818 MAGNOLIA DR GARLAND TX 75040,6,3.0,1944,3230,8398,360841,32.9175596,-96.6416397,75040
4613 FORDHAM DR GARLAND TX 75042,4,2.0,1965,1649,7022,329318,32.9259885,-96.7026812,75042
4625 FORDHAM DR GARLAND TX 75042,3,1.0,1964,1131,7022,228218,32.9260384,-96.7032692,75042
4701 FORDHAM DR GARLAND TX 75042,3,2.0,1966,1194,7022,283546,32.9262021,-96.7038427,75042
4705 FORDHAM DR GARLAND TX 75042,4,2.0,1966,1825,7022,354527,32.9261734,-96.7040272,75042
4709 FORDHAM DR GARLAND TX 75042,3,2.0,1966,1282,7022,280768,32.9262034,-96.7042401,75042
4521 DANVILLE DR GARLAND TX 75042,3,2.0,1966,1727,7022,320444,32.9267895,-96.7014683,75042
4719 DANVILLE DR GARLAND TX 75042,3,2.0,1966,1836,7079,313395,32.9270379,-96.7043906,75042
4606 CONCORD DR GARLAND TX 75042,3,2.0,1967,1246,7022,275095,32.9272225,-96.7022243,75042
1618 ETON PL GARLAND TX 75042,3,2.0,1967,1756,7841,308806,32.9280256,-96.7005515,75042
4717 CONCORD DR GARLAND TX 75042,3,2.0,1967,1727,7049,309435,32.9278187,-96.7044029,75042
4612 BETHANY DR GARLAND TX 75042,3,2.0,1967,1442,7022,372966,32.9280507,-96.7025966,75042
4713 BETHANY DR GARLAND TX 75042,3,2.0,1965,1390,7022,293438,32.928663,-96.7041891,75042
4622 ANCILLA DR GARLAND TX 75042,3,2.0,1965,1390,7919,300967,32.9290658,-96.7029825,75042
4610 ANCILLA DR GARLAND TX 75042,4,2.0,1965,1570,8939,294143,32.9290702,-96.7024271,75042
1702 ETON PL GARLAND TX 75042,3,2.0,1965,1610,7954,294509,32.9284167,-96.7004929,75042
1714 ETON PL GARLAND TX 75042,3,2.0,1965,1390,7022,314999,32.9289482,-96.7004692,75042
4529 ANCILLA DR GARLAND TX 75042,3,2.0,1965,1194,7022,265540,32.9294738,-96.701802,75042
4721 ANCILLA DR GARLAND TX 75042,3,2.0,1964,1394,7200,259963,32.9294673,-96.7045643,75042
1709 GLENVILLE DR GARLAND TX 75042,3,2.0,1965,1305,7135,272810,32.9288806,-96.7054664,75042
812 MAGNOLIA DR GARLAND TX 75040,2,1.0,1944,1484,8682,242706,32.9175665,-96.6410356,75040
831 MAGNOLIA DR GARLAND TX 75040,2,1.0,1951,1035,8398,213631,32.9179566,-96.6428296,75040
524 SYLVAN DR GARLAND TX 75040,2,1.0,1951,906,8002,208171,32.9182063,-96.6430801,75040
810 MAPLE DR GARLAND TX 75040,2,1.0,1957,904,8459,232618,32.9184598,-96.6407839,75040
805 MAPLE DR GARLAND TX 75040,3,1.5,1957,838,8398,220525,32.9188428,-96.6402473,75040
517 SYLVAN DR GARLAND TX 75040,2,1.0,1957,879,8873,195609,32.9176998,-96.6435393,75040
523 SYLVAN DR GARLAND TX 75040,2,1.0,1957,880,8873,202205,32.9181819,-96.6435393,75040
860 MIMOSA DR GARLAND TX 75040,2,1.0,1949,1020,8398,177161,32.9194031,-96.6428296,75040
809 MIMOSA DR GARLAND TX 75040,2,1.0,1949,889,8398,214954,32.9197607,-96.6402434,75040
856 NASH ST GARLAND TX 75040,4,3.0,1951,2353,8398,314753,32.920293,-96.6425791,75040
4418 SCENIC CIR GARLAND TX 75043,4,2.5,1983,2295,10110,413030,32.862699,-96.5595314,75043
805 NASH ST GARLAND TX 75040,2,1.0,1950,840,8398,175550,32.9206474,-96.6400324,75040
817 NASH ST GARLAND TX 75040,2,2.0,1950,864,8398,209572,32.9206602,-96.6406169,75040
840 DENT ST GARLAND TX 75040,2,1.0,1951,1048,8699,200588,32.9212096,-96.6418276,75040
817 DENT ST GARLAND TX 75040,3,2.0,1951,1259,8398,257509,32.9215645,-96.6406249,75040
821 DENT ST GARLAND TX 75040,2,1.0,1951,1104,8398,218406,32.9215696,-96.6408257,75040
849 DENT ST GARLAND TX 75040,2,1.0,1951,996,8398,208126,32.9215819,-96.6422451,75040
861 DENT ST GARLAND TX 75040,2,1.0,1951,1237,8398,212525,32.9215968,-96.6427878,75040
848 HOLLY DR GARLAND TX 75040,2,1.0,1957,1005,8398,214497,32.92211,-96.6422034,75040
1501 INWOOD BLVD GARLAND TX 75042,2,1.0,1940,1204,7379,223544,32.9032206,-96.6504653,75042
1425 INWOOD BLVD GARLAND TX 75042,2,1.0,1940,1220,7261,208312,32.9031894,-96.6503073,75042
1418 INWOOD BLVD GARLAND TX 75042,3,1.0,1940,1192,7919,223517,32.9027643,-96.6498856,75042
1522 INWOOD BLVD GARLAND TX 75042,3,1.0,1940,1128,6268,224011,32.9029068,-96.651347,75042
1208 SHADY LN GARLAND TX 75042,3,2.0,1940,1155,8002,239124,32.9027628,-96.6516037,75042
1545 TANGLEWOOD LN GARLAND TX 75042,2,1.0,1940,915,7318,192781,32.9017571,-96.6515153,75042
1430 TANGLEWOOD LN GARLAND TX 75042,2,1.0,1940,1169,7070,182911,32.901132,-96.6503474,75042
1602 DAVIS BLVD GARLAND TX 75042,2,1.0,1952,849,7762,195633,32.9052035,-96.6518481,75042
1518 DAVIS BLVD GARLAND TX 75042,3,1.0,1952,1154,7802,225617,32.9052129,-96.6510896,75042
1401 DAVIS BLVD GARLAND TX 75042,3,2.0,1952,1331,9100,260715,32.9056619,-96.6491335,75042
1509 DAVIS BLVD GARLAND TX 75042,2,1.0,1952,837,7802,197915,32.905658,-96.6507207,75042
1513 DAVIS BLVD GARLAND TX 75042,3,1.0,1952,1290,7802,224899,32.9056604,-96.6508824,75042
1609 DAVIS BLVD GARLAND TX 75042,3,2.0,1952,1038,7802,246833,32.9056919,-96.6522285,75042
1413 JAMES DR GARLAND TX 75042,2,1.0,1952,1072,7802,225430,32.9065212,-96.6497395,75042
1417 JAMES DR GARLAND TX 75042,2,1.0,1952,1060,7802,207801,32.9065375,-96.6498924,75042
1621 JAMES DR GARLAND TX 75042,2,1.0,1952,888,7802,220247,32.9065092,-96.6528502,75042
1422 PARK AVE GARLAND TX 75042,2,1.0,1952,912,7802,210270,32.9069299,-96.6498856,75042
2008 FRANCES DR GARLAND TX 75042,2,2.0,1969,1124,19550,197050,32.91339,-96.656161,75042
1705 FRANCES DR GARLAND TX 75042,5,4.0,1969,2205,12558,356511,32.9141715,-96.653009,75042
322 EVELYN DR GARLAND TX 75042,5,4.0,1969,2205,18273,351098,32.9153206,-96.6534349,75042
5005 HIDDEN CREEK RD GARLAND TX 75043,4,2.5,2016,2603,8281,488379,32.8446585,-96.5601778,75043
4706 JON BOAT DR GARLAND TX 75043,4,3.0,2014,2913,8664,441158,32.8447362,-96.5591146,75043
4901 JON BOAT DR GARLAND TX 75043,4,3.0,2015,2894,9348,462732,32.8453648,-96.558017,75043
5002 CRAWFISH LN GARLAND TX 75043,4,3.5,2014,3024,9980,556240,32.8453793,-96.5564517,75043
4813 CRESTHILL LN GARLAND TX 75043,3,3.0,1986,1630,7610,346908,32.8466517,-96.5597678,75043
4826 CRESTHILL LN GARLAND TX 75043,3,2.0,1985,1623,3742,327591,32.846147,-96.5593984,75043
5450 MEADOW VISTA LN GARLAND TX 75043,3,2.0,1986,1933,8625,324844,32.8473103,-96.5551954,75043
5442 MEADOW VISTA LN GARLAND TX 75043,3,2.0,1987,1818,7200,342203,32.847675,-96.5552103,75043
4909 KELSO LN GARLAND TX 75043,3,2.0,1986,1847,10019,349844,32.849174,-96.556884,75043
1705 E OATES RD GARLAND TX 75043,5,4.5,2021,4380,8642,721860,32.8676618,-96.5915403,75043
4414 AVOCET CIR GARLAND TX 75043,5,4.5,2021,4237,11265,744252,32.8679238,-96.5919784,75043
2205 HICKEY DR GARLAND TX 75043,5,4.5,2021,4275,10049,698505,32.8695912,-96.5940433,75043
2301 HICKEY DR GARLAND TX 75043,5,4.5,2020,3737,10084,663006,32.8703412,-96.5931256,75043
4313 GULLS LANDING CIR GARLAND TX 75043,6,4.0,2020,4453,16000,802126,32.8711827,-96.5883909,75043
910 FAIR OAKS DR GARLAND TX 75040,3,2.0,1976,1940,8050,372050,32.9434059,-96.6407049,75040
3114 S COUNTRY CLUB RD GARLAND TX 75043,5,4.0,1963,3164,24381,460105,32.8775179,-96.6050577,75043
2045 DELMAR DR GARLAND TX 75041,3,1.0,1954,971,7749,230125,32.8925071,-96.6333159,75041
1113 RICHARD DR GARLAND TX 75040,2,1.0,1961,891,7200,202690,32.9066054,-96.617159,75040
3230 KINGSWOOD DR GARLAND TX 75040,3,2.0,1984,1746,8999,303099,32.9488002,-96.6298052,75040
3226 KINGSWOOD DR GARLAND TX 75040,3,2.0,1984,1759,8398,326183,32.9486754,-96.6296799,75040
3106 MEADOWOOD DR GARLAND TX 75040,3,2.0,1984,1688,8398,325794,32.9478004,-96.6271755,75040
3102 MEADOWOOD DR GARLAND TX 75040,3,2.0,1984,1746,8817,290115,32.9476339,-96.6270086,75040
3202 FAIRWOOD DR GARLAND TX 75040,3,2.0,1984,1810,8398,325507,32.9490645,-96.6273008,75040
3210 FAIRWOOD DR GARLAND TX 75040,4,2.0,1984,1917,8398,319635,32.9493119,-96.6275929,75040
237 BELLWOOD DR GARLAND TX 75040,3,2.0,1984,1762,8398,367444,32.9508673,-96.6280103,75040
229 BELLWOOD DR GARLAND TX 75040,3,2.0,1984,1872,8398,350405,32.9505888,-96.6283025,75040
2533 BROOKCREST DR GARLAND TX 75040,3,2.5,1976,2090,8433,389666,32.9439503,-96.6386915,75040
2530 PARKSIDE DR GARLAND TX 75040,4,2.0,1976,1809,11626,429128,32.9425052,-96.6404113,75040
2522 PARKSIDE DR GARLAND TX 75040,3,2.0,1975,1646,8050,346990,32.9422133,-96.6400702,75040
2501 PARKSIDE DR GARLAND TX 75040,3,2.0,1977,1847,8050,346034,32.9411827,-96.6395732,75040
2401 PARKSIDE DR GARLAND TX 75040,3,2.0,1978,1909,11156,354758,32.940451,-96.6393227,75040
1813 GREENSPRING CIR GARLAND TX 75044,3,3.0,1972,1687,3624,262506,32.9471899,-96.6553077,75044
1801 TWIN COURT PL GARLAND TX 75044,3,2.0,1984,1894,4522,290198,32.9484511,-96.6553889,75044
618 ECHO DR GARLAND TX 75040,3,2.0,1986,1767,7614,336861,32.9445788,-96.6242956,75040
610 ECHO DR GARLAND TX 75040,3,2.0,1986,1772,7527,313882,32.9448679,-96.6246295,75040
613 ECHO DR GARLAND TX 75040,3,2.0,1986,1843,7536,344935,32.9450281,-96.6240869,75040
3009 ANDREA LN GARLAND TX 75040,4,2.0,1987,1918,7684,360804,32.9464927,-96.6220836,75040
3002 BARON DR GARLAND TX 75040,3,2.0,1987,1894,9252,351528,32.946201,-96.6226261,75040
2005 GLENBROOK MEADOWS DR GARLAND TX 75040,3,2.0,1978,1596,7131,307250,32.931293,-96.6368825,75040
714 WORCESTER LN GARLAND TX 75040,3,2.0,1976,1708,7362,320211,32.9332428,-96.6384728,75040
610 WORCESTER LN GARLAND TX 75040,3,2.0,1976,1596,7131,315608,32.9333085,-96.6372273,75040
713 WORCESTER LN GARLAND TX 75040,4,2.0,1976,1641,7540,312175,32.9336481,-96.6384899,75040
606 RIVER BIRCH TRL GARLAND TX 75040,5,4.0,2009,3895,7013,547970,32.9161438,-96.6021579,75040
1818 MAHOGANY TRL GARLAND TX 75040,4,3.5,2004,3806,7937,525721,32.9121197,-96.601991,75040
1014 SUSAN DR GARLAND TX 75040,4,1.0,1963,1269,7022,224435,32.9045875,-96.6190541,75040
1022 SUSAN DR GARLAND TX 75040,4,1.5,1963,1264,7022,227727,32.9045532,-96.6186613,75040
1026 SUSAN DR GARLAND TX 75040,4,1.5,1963,1269,7022,229525,32.904556,-96.6184634,75040
1134 SUSAN DR GARLAND TX 75040,4,2.0,1963,1475,11700,246608,32.9045453,-96.6161084,75040
706 CURTIS DR GARLAND TX 75040,3,1.0,1961,910,7200,199111,32.9065196,-96.6156066,75040
822 CURTIS DR GARLAND TX 75040,3,2.0,1963,1263,6360,255357,32.9047626,-96.6155314,75040
1513 SAM HOUSTON DR GARLAND TX 75042,3,2.0,1978,1954,7244,342282,32.9275013,-96.6575865,75042
1709 MONTERREY DR GARLAND TX 75042,3,2.0,1977,1966,9448,358111,32.9285611,-96.65871,75042
1717 MONTERREY DR GARLAND TX 75042,3,2.0,1979,1776,9448,333757,32.9289139,-96.6586751,75042
2021 GOLIAD DR GARLAND TX 75042,4,2.0,1978,1871,15050,335208,32.9294791,-96.658571,75042
2013 GOLIAD DR GARLAND TX 75042,3,2.0,1978,1914,7562,367423,32.9294575,-96.6581534,75042
1801 MAHOGANY TRL GARLAND TX 75040,5,4.0,2004,4224,7706,756566,32.9126203,-96.602888,75040
1806 SMOKE TREE TRL GARLAND TX 75040,5,3.5,2005,4034,7440,560037,32.9138379,-96.6026586,75040
4617 CANDLESTICK DR GARLAND TX 75043,4,2.0,1983,2401,37261,444949,32.8617209,-96.5614334,75043
3814 BACHMAN BLVD GARLAND TX 75043,3,2.0,1975,1460,7802,297249,32.8604012,-96.5719786,75043
4013 CEDAR CREEK DR GARLAND TX 75043,3,2.0,1978,1766,8041,305558,32.8612443,-96.5705399,75043
3909 CEDAR CREEK DR GARLAND TX 75043,3,2.0,1973,1808,7802,314097,32.8602213,-96.571228,75043
4117 CEDAR CREEK DR GARLAND TX 75043,3,2.0,1979,1863,8234,332556,32.8628233,-96.5705399,75043
4101 CEDAR CREEK DR GARLAND TX 75043,3,2.5,1975,2393,10067,311668,32.8620338,-96.5705399,75043
4017 BACHMAN BLVD GARLAND TX 75043,3,2.0,1977,1864,7802,324463,32.8626052,-96.5717701,75043
3917 BACHMAN BLVD GARLAND TX 75043,3,2.0,1978,1530,7802,315500,32.8617872,-96.5714782,75043
1614 SKYLINE DR GARLAND TX 75043,4,3.5,2005,2858,10032,461865,32.8722784,-96.5942311,75043
6910 SHAMROCK CT GARLAND TX 75044,4,3.0,1998,3043,16318,583308,32.9795915,-96.6225427,75044
1514 TURNING LEAF LN GARLAND TX 75040,4,3.0,2003,3177,130680,397823,32.9342279,-96.607895,75040
5521 SAWGRASS CT GARLAND TX 75044,3,3.5,1996,3564,14196,672832,32.9668333,-96.6264451,75044
605 FAIRWAY LAKES DR GARLAND TX 75044,4,3.5,1997,3040,12253,630918,32.9623023,-96.6296799,75044
5102 SAWGRASS DR GARLAND TX 75044,4,4.0,1996,2717,10724,563988,32.9616979,-96.6274468,75044
1506 SUMMIT RIDGE DR GARLAND TX 75043,4,4.0,2006,4222,10032,575127,32.870489,-96.5948985,75043
1506 SHADOW BROOK TRAIL  GARLAND TX 75043,4,2.0,2004,2626,10319,434719,32.869885,-96.5942936,75043
1518 SHADOW BROOK TRAIL  GARLAND TX 75043,4,3.5,2003,4013,10019,518720,32.8703795,-96.593647,75043
5910 SHADYWOOD LN GARLAND TX 75043,5,3.0,2004,4277,11400,556713,32.8736336,-96.5934801,75043
4901 SEASHELL LN GARLAND TX 75043,5,2.0,2015,2131,9182,430778,32.8445571,-96.5579263,75043
618 FAIRWAY LAKES DR GARLAND TX 75044,4,4.0,1995,3466,9226,560726,32.961881,-96.6289495,75044
5109 SAWGRASS DR GARLAND TX 75044,5,4.5,1996,4620,19349,683520,32.9623692,-96.6275929,75044
4804 ROLLINGWOOD CT GARLAND TX 75043,3,2.5,1973,1368,2701,227565,32.8553016,-96.6103048,75043
1726 LOMBARD ST GARLAND TX 75043,3,2.0,1985,1743,8080,301331,32.8593138,-96.5793188,75043
1614 KNOB HILL DR GARLAND TX 75043,3,2.0,1985,1749,12175,310159,32.8591405,-96.5809454,75043
425 GLENGARRY DR GARLAND TX 75043,3,2.0,1973,1377,7135,275905,32.860769,-96.6099278,75043
4629 TARRY DR GARLAND TX 75043,3,2.0,1973,1419,7022,294039,32.8579946,-96.6085209,75043
2821 WAGON WHEEL RD GARLAND TX 75044,3,2.0,1970,1494,11347,289037,32.9436409,-96.653915,75044
1805 RUNNING RIVER RD GARLAND TX 75044,3,1.5,1972,1324,9448,253543,32.9427036,-96.6546457,75044
1818 MILL POND CIR GARLAND TX 75044,3,2.0,1970,1677,10045,310871,32.9431252,-96.655022,75044
1906 HOMESTEAD PL GARLAND TX 75044,4,2.0,1970,1575,11339,301479,32.938009,-96.6563995,75044
1822 ARCHERY LN GARLAND TX 75044,3,2.0,1970,1194,7619,261880,32.938891,-96.6555652,75044
1734 PINE KNOT DR GARLAND TX 75044,3,2.0,1970,1113,8035,241758,32.9398448,-96.6540194,75044
1730 PINE KNOT DR GARLAND TX 75044,3,2.0,1970,1296,7366,268085,32.9398559,-96.6538106,75044
2513 MILL POND RD GARLAND TX 75044,3,1.5,1971,1231,8102,251934,32.9389436,-96.6562714,75044
1713 PINE KNOT DR GARLAND TX 75044,3,1.5,1970,1227,7619,252061,32.9404567,-96.653226,75044
1737 PINE KNOT DR GARLAND TX 75044,3,1.5,1970,1158,7200,247268,32.9401821,-96.6543462,75044
1806 INDIAN SCHOOL RD GARLAND TX 75044,3,1.5,1970,1324,7619,261116,32.9405497,-96.654771,75044
2517 OLD NORTH RD GARLAND TX 75044,4,1.5,1970,1364,7619,287147,32.9390677,-96.6529755,75044
1709 HOMESTEAD PL GARLAND TX 75044,3,2.0,1970,1164,7200,299513,32.9384179,-96.6532469,75044
1714 ARCHERY LN GARLAND TX 75044,2,1.5,1970,976,14784,224852,32.9391309,-96.6534348,75044
2506 OLD NORTH RD GARLAND TX 75044,3,2.0,1970,1194,4269,279160,32.9387171,-96.652345,75044
1805 ARCHERY LN GARLAND TX 75044,3,1.5,1970,960,7876,244604,32.9392876,-96.6547654,75044
2101 POWDERHORN DR GARLAND TX 75044,3,2.0,1971,1432,7928,291302,32.9477217,-96.6591556,75044
1905 POWDERHORN DR GARLAND TX 75044,3,2.0,1972,1281,7562,270094,32.9477279,-96.656477,75044
1902 MATTERHORN DR GARLAND TX 75044,3,2.0,1972,1432,9762,305760,32.9481331,-96.6562846,75044
1930 MATTERHORN DR GARLAND TX 75044,3,2.0,1972,1592,7562,295623,32.9481375,-96.6577427,75044
1930 POWDERHORN DR GARLAND TX 75044,3,2.0,1972,1445,7562,299231,32.9472738,-96.6577356,75044
2101 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1368,7318,296321,32.9460608,-96.6592387,75044
1929 TIEHACK LN GARLAND TX 75044,3,2.0,1974,1426,7318,280571,32.9459749,-96.6576104,75044
2005 SNOWMASS LN GARLAND TX 75044,3,2.0,1972,1512,7562,276687,32.946901,-96.6581116,75044
1901 SNOWMASS LN GARLAND TX 75044,4,2.0,1972,1808,9762,304893,32.9468674,-96.6562742,75044
2010 POWDERHORN DR GARLAND TX 75044,3,2.0,1971,1312,7562,319816,32.9472461,-96.6582801,75044
2025 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1334,7318,264313,32.9460565,-96.6589976,75044
2005 TIEHACK LN GARLAND TX 75044,3,2.0,1974,1585,7318,313007,32.9459918,-96.6580256,75044
1925 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1477,7318,294821,32.9460277,-96.6574015,75044
1922 SNOWMASS LN GARLAND TX 75044,3,2.0,1972,1504,7318,286395,32.9463904,-96.6572336,75044
2010 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1329,7501,288348,32.9455686,-96.6582018,75044
3113 INNSBROOK DR GARLAND TX 75044,4,2.0,1973,1940,10258,324715,32.9465595,-96.6604084,75044
3601 INNSBROOK DR GARLAND TX 75044,3,2.0,1972,1302,7318,278916,32.9500506,-96.6605698,75044
809 W AVE E  GARLAND TX 75040,4,4.0,1982,2716,7383,376977,32.9073498,-96.6406946,75040
1917 POWDERHORN DR GARLAND TX 75044,3,2.0,1972,1423,7562,299817,32.9477407,-96.6571154,75044
2014 MATTERHORN DR GARLAND TX 75044,3,2.0,1974,1592,7562,290986,32.9481598,-96.6585323,75044
4509 LAKEWAY DR GARLAND TX 75043,4,2.0,1985,1763,7179,325123,32.8428672,-96.5626047,75043
4505 LAKEWAY DR GARLAND TX 75043,3,2.0,2018,1794,7222,372871,32.8427005,-96.5626157,75043
4514 WESTLAKE DR GARLAND TX 75043,3,2.0,1985,1987,7981,378231,32.8407186,-96.5632295,75043
5213 BOBTOWN RD GARLAND TX 75043,3,2.0,1985,2155,7741,335379,32.8422963,-96.5609315,75043
1538 WAGON WHEEL RD GARLAND TX 75044,3,1.5,1969,1106,7562,249201,32.9392503,-96.6520151,75044
1526 ARCHERY LN GARLAND TX 75044,4,2.0,1968,1894,8398,310464,32.9397216,-96.6515143,75044
1702 PINE KNOT DR GARLAND TX 75044,3,2.0,1971,1337,9718,264317,32.9402754,-96.6525161,75044
1629 PLANTATION RD GARLAND TX 75044,3,1.5,1971,973,9718,254911,32.942407,-96.6529436,75044
1706 RUNNING RIVER RD GARLAND TX 75044,3,1.5,1972,999,9448,235316,32.9425684,-96.6538941,75044
1814 HOMESTEAD PL GARLAND TX 75044,3,1.5,1970,938,8233,246758,32.9380381,-96.6551912,75044
4610 TARRY DR GARLAND TX 75043,3,2.0,1974,1377,11430,289809,32.8590296,-96.6088547,75043
4509 MINT DR GARLAND TX 75043,3,2.0,1973,1933,7022,301235,32.8600103,-96.6068936,75043
4409 MAYFLOWER DR GARLAND TX 75043,3,2.0,1974,1857,7606,289553,32.8607385,-96.6063929,75043
4310 MAYFLOWER DR GARLAND TX 75043,3,2.0,1974,1524,9091,286109,32.8622623,-96.607436,75043
1518 CROCKETT ST GARLAND TX 75042,3,2.0,1969,1594,7671,294959,32.9257639,-96.6509712,75042
1410 CROCKETT ST GARLAND TX 75042,3,2.0,1969,1575,8494,293585,32.9259121,-96.6490088,75042
1201 LARCHFIELD DR GARLAND TX 75042,3,2.0,1969,1519,9439,292765,32.9245526,-96.6531425,75042
1310 OLD MILL RUN  GARLAND TX 75042,3,2.0,1970,1465,8616,299050,32.9249305,-96.6536048,75042
1922 CROCKETT ST GARLAND TX 75042,3,2.0,1973,1890,10319,340577,32.9265351,-96.6570677,75042
1726 CROCKETT ST GARLAND TX 75042,3,2.0,1972,1992,8520,333956,32.9264993,-96.6538527,75042
1722 CROCKETT ST GARLAND TX 75042,3,2.0,1973,1936,8520,318493,32.9264565,-96.6535914,75042
1921 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1504,7318,288580,32.9460572,-96.6572509,75044
1914 SNOWMASS LN GARLAND TX 75044,3,2.0,1973,1797,7318,297030,32.9464321,-96.6569002,75044
2010 SNOWMASS LN GARLAND TX 75044,3,2.0,1972,1256,7318,291471,32.9464039,-96.6582372,75044
2026 SNOWMASS LN GARLAND TX 75044,4,2.0,1972,1504,7318,330760,32.9464308,-96.6590126,75044
2018 TIEHACK LN GARLAND TX 75044,3,2.0,1972,1334,7501,276918,32.9455898,-96.65862,75044
3610 CHEYENNE TRL GARLAND TX 75044,2,2.0,1977,1661,7501,321613,32.9504328,-96.6610406,75044
3506 CHEYENNE TRL GARLAND TX 75044,3,2.0,1977,1676,7501,302335,32.9494273,-96.6609963,75044
3405 CHEYENNE TRL GARLAND TX 75044,3,2.0,1976,2043,7793,305259,32.9487696,-96.6615759,75044
6710 SPRINGWOOD LN GARLAND TX 75044,4,4.0,2005,3040,5218,621339,32.9781335,-96.639281,75044
6610 SPRINGWOOD LN GARLAND TX 75044,4,3.5,2006,3914,4622,711915,32.9771251,-96.6388844,75044
